,storeNumber,city,totalSalesDollars,avgSalesDollars,countyNumber,avgPrice(L),zipCode,totalVolSold(L),avgVolSold(L),avgMargin,totalSalesQ1,avgSalesQ1
0,2106,CEDAR FALLS,146326.22,277.65886148,7.0,17.8566007048,50613,9731.85,18.4665085389,5.16631878558,39287.29,304.552635659
1,2113,GOWRIE,9310.22,63.334829932,94.0,18.5042921931,50543,659.85,4.4887755102,5.44510204082,2833.25,67.4583333333
2,2130,WATERLOO,111871.43,285.38630102,7.0,16.8356693392,50703,6891.37,17.5800255102,4.92584183673,24272.57,278.995057471
3,2152,ROCKWELL,7721.08,54.7594326241,17.0,13.0209827761,50469,633.37,4.4919858156,4.32262411348,2003.46,62.608125
4,2178,WAUKON,24324.18,102.633670886,3.0,16.0621358248,52172,1917.12,8.08911392405,4.86886075949,5856.41,122.008541667
5,2190,DES MOINES,121689.06,92.5392091255,77.0,23.3062416863,50314,6322.17,4.8077338403,5.77425855513,29452.92,84.8787319885
6,2191,KEOKUK,125093.49,209.88840604,56.0,19.0674673007,52632,8053.32,13.5122818792,5.77808724832,29085.57,192.619668874
7,2200,SAC CITY,22811.55,56.6043424318,81.0,16.7073555477,50583,1817.24,4.50928039702,5.62086848635,4900.43,58.338452381
8,2205,CLARINDA,24681.39,85.6992708333,73.0,19.1655704365,51632,1556.91,5.4059375,5.09878472222,6407.74,91.5391428571
9,2228,WINTERSET,17462.07,72.758625,61.0,17.89375,50273,1367.65,5.69854166667,4.87541666667,5193.97,86.5661666667
10,2233,SPIRIT LAKE,29553.34,122.627966805,30.0,19.9443153527,51360,2480.69,10.2933195021,5.86211618257,5374.55,124.989534884
11,2238,ALTOONA,11762.56,192.828852459,77.0,22.5507494145,50009,705.75,11.5696721311,6.15901639344,858.61,122.658571429
12,2248,DES MOINES,67682.06,147.134913043,77.0,28.8171361588,50312,2815.35,6.12032608696,7.53473913043,12663.68,125.382970297
13,2285,IOWA CITY,76927.11,251.395784314,52.0,24.7769825708,52240,3860.35,12.6155228758,6.82960784314,10019.12,172.743448276
14,2290,STORM LAKE,56514.43,72.0847321429,11.0,19.0026679422,50588,3626.2,4.62525510204,5.30155612245,12191.26,76.195375
15,2327,CORNING,10245.14,54.2070899471,2.0,17.3210859158,50841,822.28,4.35068783069,5.09984126984,2253.6,52.4093023256
16,2353,CRESCO,54000.55,148.76184573,45.0,17.3434317198,52136,4504.65,12.4095041322,5.15371900826,17382.6,175.581818182
17,2367,SHENANDOAH,5010.83,111.351777778,73.0,16.6993968254,51601,346.75,7.70555555556,4.76,2023.44,91.9745454545
18,2413,DUBUQUE,90065.02,187.245363825,31.0,15.8796861697,52001,6261.29,13.0172349272,5.02654885655,22459.16,198.753628319
19,2445,OAKLAND,7189.48,42.0437426901,78.0,15.9420690615,51560,571.79,3.34380116959,4.94947368421,1215.08,37.97125
20,2448,INDIANOLA,17740.7,43.1647201946,91.0,17.0433286989,50125,1245.53,3.030486618,5.04914841849,5655.92,50.4992857143
21,2459,GUTHRIE CENTER,7352.33,68.0771296296,39.0,13.5713977072,50115,607.24,5.62259259259,4.0262037037,1609.57,73.1622727273
22,2460,HAMPTON,33731.76,101.296576577,35.0,16.5992378092,50441,2782.46,8.35573573574,5.13195195195,6746.61,82.2757317073
23,2465,DUBUQUE,25831.8,66.0659846547,31.0,20.7746196995,52003,1713.2,4.38158567775,5.89792838875,5615.99,57.3060204082
24,2475,WEST BEND,10681.07,144.338783784,55.0,15.4794465894,50597,1044.94,14.1208108108,5.63067567568,5672.76,283.638
25,2478,ALTOONA,19840.65,230.705232558,77.0,24.7557751938,50009,1038.0,12.0697674419,7.01372093023,4459.85,234.728947368
26,2487,ANAMOSA,28900.96,70.6624938875,53.0,16.224080801,52205,2547.85,6.22946210269,4.63916870416,7256.6,60.4716666667
27,2498,ARLINGTON,2259.67,38.9598275862,33.0,13.4836453202,50606,230.12,3.9675862069,3.10551724138,279.22,27.922
28,2500,AMES,149121.63,126.481450382,85.0,18.9884738325,50010,10039.15,8.51497031383,5.21126378287,40234.9,142.676950355
29,2501,AMES,144833.66,113.062966432,85.0,18.8403059366,50010,9959.4,7.77470725995,5.00360655738,31412.95,97.8596573209
30,2502,ANKENY,150094.01,195.18076723,77.0,20.3200325006,50021,10698.09,13.9116905072,5.63348504551,39420.06,209.681170213
31,2505,BOONE,70810.55,117.625498339,8.0,16.5787939013,50036,5593.45,9.29144518272,4.54098006645,14559.28,104.743021583
32,2506,BURLINGTON,143431.66,154.893801296,29.0,20.5937177312,52601,9022.58,9.74360691145,5.75379049676,31009.77,152.008676471
33,2507,BURLINGTON,29679.78,88.596358209,29.0,14.1310191898,52601,2542.23,7.58874626866,3.89220895522,8344.01,88.7660638298
34,2508,CEDAR RAPIDS,115732.8,147.430318471,57.0,18.2493879284,52405,7862.83,10.016343949,5.06896815287,25427.31,143.657118644
35,2509,CEDAR RAPIDS,49849.04,132.930773333,57.0,15.6863542857,52404,3810.9,10.1624,4.56322666667,12372.23,150.880853659
36,2512,IOWA CITY,419746.83,305.048568314,52.0,19.7816181305,52240,25921.88,18.8385755814,5.4784375,82117.82,228.105055556
37,2513,IOWA CITY,60347.23,86.5813916786,52.0,17.2301655052,52240,4162.64,5.97222381636,4.74054519369,12790.37,88.2094482759
38,2514,MARION,13817.52,70.8590769231,57.0,13.4417362637,50129,1163.28,5.96553846154,3.79538461538,3122.25,52.0375
39,2515,MASON CITY,120977.04,93.9992540793,17.0,17.7530771081,50401,8866.56,6.88932400932,5.16771561772,23580.17,80.2046598639
40,2517,NEWTON,76238.42,86.7331285552,50.0,17.6061830272,50208,5890.95,6.70187713311,4.86552901024,17341.08,78.112972973
41,2518,RED OAK,38584.21,99.1882005141,69.0,19.1484314016,51566,3128.36,8.04205655527,5.17953727506,10133.4,128.270886076
42,2521,WEST DES MOINES,107379.85,136.615585242,77.0,19.0611591774,50265,7775.4,9.89236641221,4.98097964377,25152.34,120.346124402
43,2522,SPIRIT LAKE,112353.87,172.321886503,30.0,17.7460245851,51360,7637.09,11.7133282209,5.20986196319,17085.59,135.599920635
44,2523,CENTERVILLE,35476.85,88.692125,4.0,17.514896131,52544,3183.06,7.95765,4.73505,6249.85,72.6726744186
45,2524,DUBUQUE,103507.58,149.361587302,31.0,18.8471555693,52001,6728.19,9.70878787879,5.35607503608,20151.17,130.007548387
46,2527,DES MOINES,56331.05,118.342542017,77.0,16.6185076531,50315,4392.49,9.22792016807,4.75634453782,11848.69,108.703577982
47,2528,DES MOINES,121199.45,187.906124031,77.0,17.7353458841,50315,7700.05,11.9380620155,4.53581395349,20559.95,115.505337079
48,2529,CEDAR RAPIDS,35599.6,76.5582795699,57.0,14.5594336918,52405,3709.64,7.97772043011,4.07774193548,5251.27,53.5843877551
49,2532,DES MOINES,53207.99,128.832905569,77.0,14.3113974403,50317,4254.25,10.3008474576,4.32634382567,11724.24,131.733033708
50,2535,WEST DES MOINES,70392.17,142.783306288,77.0,18.711308075,50265,4868.03,9.87430020284,5.31488843813,22751.92,212.634766355
51,2536,PLEASANT HILL,68373.24,119.117142857,77.0,21.3042531525,50317,4680.93,8.15493031359,5.83932055749,16637.34,112.414459459
52,2538,WATERLOO,55128.11,82.280761194,7.0,20.2220463753,50702,3832.0,5.71940298507,5.2956119403,10779.48,67.37175
53,2539,IOWA FALLS,65501.63,158.984538835,42.0,17.7594504161,50126,4703.26,11.4156796117,5.41825242718,14048.75,147.881578947
54,2543,OTTUWMA,61929.58,83.5756815115,90.0,18.1811144849,52501,4136.87,5.58282051282,4.50863697706,11959.37,78.1658169935
55,2544,MARSHALLTOWN,121077.73,138.850607798,64.0,17.4455935998,50158,8029.41,9.20803899083,5.08004587156,31584.86,139.756017699
56,2545,IOWA CITY,50195.78,72.0169010043,52.0,20.5777014497,52245,3097.6,4.44418938307,5.20058823529,8626.51,56.0162987013
57,2548,ALTOONA,97735.72,132.973768707,77.0,19.0269075154,50009,6623.22,9.01118367347,4.8773877551,15289.96,103.310540541
58,2549,INDIANOLA,75671.14,146.649496124,91.0,16.5812924511,50125,5866.03,11.3682751938,4.93846899225,26690.73,203.746030534
59,2550,OSCEOLA,19825.77,56.4836752137,20.0,15.8092053317,50213,1498.05,4.26794871795,4.62279202279,4156.78,47.2361363636
60,2551,CHARITON,32477.18,89.223021978,59.0,17.0557482993,50049,2362.04,6.48912087912,4.69807692308,7919.5,87.9944444444
61,2552,CEDAR RAPIDS,103607.79,104.760151668,57.0,18.7748810728,52404,8003.31,8.0923255814,4.81748230536,23784.11,101.208978723
62,2553,CRESTON,26164.9,96.5494464945,88.0,16.6709822527,50801,1885.08,6.95601476015,4.95147601476,6809.61,98.69
63,2554,DAVENPORT,22609.38,116.543195876,82.0,11.2060677467,52802,2278.8,11.7463917526,3.8418556701,3970.74,116.786470588
64,2555,KEOKUK,84398.07,155.143511029,56.0,17.7945093662,52632,5942.96,10.9245588235,4.74435661765,14838.66,112.414090909
65,2556,ESTHERVILLE,40672.86,77.4721142857,32.0,17.9434004535,51334,3221.51,6.13620952381,5.15973333333,8146.62,69.6292307692
66,2558,MOUNT PLEASANT,77222.04,185.184748201,44.0,17.5689322827,52641,6202.32,14.8736690647,4.98681055156,29003.27,311.86311828
67,2559,ALBIA,12022.75,89.0574074074,68.0,15.7226737213,52531,879.0,6.51111111111,4.55814814815,2683.86,78.9370588235
68,2560,MARION,116129.54,132.567968037,57.0,17.7031932214,52302,8342.02,9.52285388128,5.14697488584,23703.59,117.928308458
69,2561,DES MOINES,157134.87,154.356453831,77.0,20.1166356769,50321,10648.53,10.4602455796,5.23804518664,30898.92,124.092048193
70,2562,FORT DODGE,54966.77,212.226911197,94.0,13.3486927744,50501,5348.2,20.6494208494,4.76397683398,7341.93,126.585
71,2564,WATERLOO,48879.54,146.785405405,7.0,15.6514471614,50701,3981.03,11.955045045,4.92963963964,7412.45,121.51557377
72,2565,SPENCER,71542.43,69.1899709865,21.0,17.9386054595,51301,5189.44,5.01880077369,4.89178916828,17936.08,80.7931531532
73,2566,KNOXVILLE,30363.02,93.4246769231,63.0,17.563440293,50138,2175.55,6.694,4.40726153846,4163.07,75.6921818182
74,2567,DAVENPORT,46456.51,62.609851752,82.0,15.2481106405,52806,4067.3,5.48153638814,4.23610512129,6703.81,39.9036309524
75,2568,CEDAR RAPIDS,25844.42,85.8618604651,57.0,14.6193624427,52402,2456.08,8.15973421927,3.95431893688,7318.16,87.120952381
76,2569,CEDAR RAPIDS,48675.15,69.4367332382,57.0,16.7106869438,52402,3607.84,5.14670470756,4.75038516405,10685.78,73.6950344828
77,2571,WATERLOO,80618.12,161.23624,7.0,16.2269630392,50703,5823.65,11.6473,4.79522,14679.96,151.339793814
78,2572,CEDAR FALLS,99356.85,76.3109447005,7.0,18.8146881279,50613,6094.24,4.68067588326,5.01086021505,22911.98,84.5460516605
79,2573,MUSCATINE,122362.25,140.970334101,70.0,20.7550191255,52761,8191.67,9.4374078341,5.92211981567,25145.27,133.75143617
80,2575,WATERLOO,23572.2,94.2888,7.0,15.8950704762,50702,1881.0,7.524,4.66664,6285.61,76.6537804878
81,2576,STORM LAKE,51268.32,68.7242895442,11.0,18.7896703051,50588,3346.65,4.48612600536,5.41883378016,16259.69,111.367739726
82,2578,CHARLES CITY,66903.18,171.107877238,34.0,15.87161308,50616,5148.65,13.1679028133,4.9068797954,10327.73,129.096625
83,2579,GRINNELL,30280.1,102.993537415,79.0,17.3761516035,50112,1977.6,6.72653061224,5.09945578231,6348.57,162.783846154
84,2582,MASON CITY,68202.92,106.901128527,17.0,17.223239476,50401,5502.68,8.62489028213,4.8224137931,11165.02,83.947518797
85,2584,FORT MADISON,45918.08,92.9515789474,56.0,19.6906439175,52627,3245.7,6.57024291498,5.58811740891,9003.97,88.2742156863
86,2585,ALGONA,70885.9,135.53709369,55.0,16.8387769735,50511,5428.48,10.3795028681,5.05743785851,9330.01,90.5826213592
87,2587,JOHNSTON,80916.32,67.2062458472,77.0,18.5170478366,50131,5387.34,4.47453488372,4.92108803987,10162.14,42.8782278481
88,2588,CEDAR RAPIDS,92001.25,133.722747093,57.0,19.2095660197,52403,5842.38,8.49183139535,5.52831395349,21154.77,157.87141791
89,2590,CEDAR RAPIDS,121474.94,110.532247498,57.0,20.9650578448,52402,7987.13,7.26763421292,5.09328480437,22397.57,92.9359751037
90,2591,ATLANTIC,49416.0,99.0300601202,15.0,17.710970751,50022,3497.37,7.00875751503,4.82260521042,9210.44,97.9834042553
91,2592,MARSHALLTOWN,15110.9,66.275877193,64.0,15.1106850459,50158,1378.42,6.04570175439,4.49188596491,3235.38,66.0281632653
92,2593,CARROLL,191333.88,213.304214047,14.0,18.4445008494,51401,13406.82,14.9462876254,4.98576365663,34944.39,175.599949749
93,2594,SIOUX CITY,73663.47,101.745124309,97.0,18.8220744541,51106,4833.67,6.67633977901,5.14604972376,13641.55,84.2070987654
94,2595,DENISON,76857.1,145.013396226,24.0,18.0306298293,51442,6756.82,12.7487169811,4.64775471698,10176.63,96.9202857143
95,2596,OTTUMWA,30207.68,78.4615064935,90.0,14.8383203463,52501,2737.63,7.11072727273,4.03644155844,5262.24,67.4646153846
96,2597,CHEROKEE,18779.1,132.247183099,18.0,13.8873038229,51012,1608.95,11.3306338028,4.58542253521,4452.34,130.951176471
97,2599,CORALVILLE,6683.73,145.298478261,52.0,16.5171118012,52241,445.65,9.68804347826,4.80739130435,6683.73,145.298478261
98,2600,OSKALOOSA,20355.99,75.9551865672,62.0,15.0004832978,52577,1712.25,6.38899253731,4.65037313433,3505.1,46.7346666667
99,2601,FAIRFIELD,55932.63,131.606188235,51.0,20.7922803922,52556,3466.66,8.15684705882,5.86197647059,17207.46,168.700588235
100,2602,WEBSTER CITY,50235.06,108.265215517,40.0,17.4182558498,50595,3943.12,8.49810344828,4.58862068966,11573.41,112.363203883
101,2603,BETTENDORF,132877.27,115.948752182,82.0,21.6869532866,52722,8458.7,7.38106457243,5.89866492147,22810.43,106.095023256
102,2604,LEMARS,53845.76,91.1095769882,75.0,18.296157441,51031,3794.87,6.4210998308,4.79365482234,9936.32,82.1183471074
103,2605,CEDAR RAPIDS,95407.77,133.999676966,57.0,18.5513495599,52402,8283.86,11.6346348315,4.85598314607,17219.72,101.89183432
104,2606,HUMBOLDT,38012.27,105.297146814,46.0,17.1184487535,50548,2697.27,7.47166204986,4.88831024931,7821.86,96.5661728395
105,2607,SHENANDOAH,47709.92,132.527555556,73.0,16.7685806878,51601,3377.63,9.38230555556,4.53758333333,12269.18,130.523191489
106,2609,AMES,6466.98,53.4461157025,85.0,17.2088419913,50010,471.9,3.9,4.73892561983,867.07,57.8046666667
107,2611,OTTUMWA,36242.75,101.520308123,90.0,19.0914592504,52501,2620.59,7.34058823529,4.57509803922,8306.95,106.499358974
108,2612,PERRY,22949.94,70.8331481481,25.0,14.837851264,50220,1754.1,5.41388888889,4.42274691358,4226.93,57.1206756757
109,2613,COUNCIL BLUFFS,87657.76,106.769500609,78.0,18.176910272,51501,6061.3,7.38282582217,4.64825822168,19945.52,98.7401980198
110,2614,DAVENPORT,142675.29,138.385344326,82.0,19.230677105,52807,9868.23,9.57151309408,5.2323957323,32260.12,135.546722689
111,2616,CLINTON,154160.15,146.262001898,23.0,18.6484243697,52732,10585.88,10.0435294118,5.12630929791,29203.48,132.743090909
112,2618,CEDAR RAPIDS,21287.84,75.7574377224,57.0,16.0891916624,52402,1711.99,6.0924911032,4.27558718861,3501.57,59.3486440678
113,2619,WEST DES MOINES,143958.96,140.998001959,77.0,22.184285824,50266,8575.07,8.39869735553,5.566043095,24829.75,119.950483092
114,2620,WINDSOR HEIGHTS,97187.35,79.1427931596,77.0,19.3189381689,50311,6589.11,5.3657247557,5.2283713355,20689.13,67.1725
115,2621,SIOUX CITY,80768.93,130.694061489,97.0,18.6021836955,51105,5850.95,9.4675566343,5.00563106796,18011.98,134.417761194
116,2622,IOWA CITY,74371.39,139.533564728,52.0,19.2895233628,52240,5053.06,9.48041275797,5.65587242026,7507.2,71.4971428571
117,2623,SIOUX CITY,105536.35,102.263905039,97.0,19.7923446152,51104,7128.27,6.90723837209,5.23112403101,19839.44,79.6764658635
118,2624,DUBUQUE,92409.9,143.271162791,31.0,19.3689001477,52002,7578.73,11.7499689922,5.19534883721,17093.93,121.233546099
119,2625,DAVENPORT,182118.58,187.172230216,82.0,18.681074365,52804,12029.17,12.3629701953,5.21435765673,39270.06,232.367218935
120,2626,DES MOINES,89785.01,116.151371281,77.0,18.9047579695,50311,6020.27,7.78818887451,4.81269081501,16458.24,99.7469090909
121,2627,DES MOINES,84356.91,125.905835821,77.0,18.0532752953,50310,5552.31,8.28702985075,4.20180597015,18166.89,119.519013158
122,2628,ELDORA,14489.19,89.9949689441,42.0,13.744859509,50627,1265.5,7.8602484472,4.38795031056,3707.63,105.932285714
123,2629,COUNCIL BLUFFS,184574.96,168.407810219,78.0,19.1396078815,51503,11876.3,10.836040146,5.32031021898,47432.72,176.987761194
124,2630,WEST DES MOINES,20852.8,129.520496894,77.0,17.2866622301,50266,1369.73,8.50763975155,5.1101242236,4664.84,129.578888889
125,2633,DES MOINES,1000783.3,500.39165,77.0,21.0192380952,50320,61909.75,30.954875,6.083045,207012.08,434.899327731
126,2635,DAVENPORT,109793.2,154.856417489,82.0,20.0909166163,52807,6728.43,9.49002820874,5.56307475317,19905.65,149.666541353
127,2636,DES MOINES,72498.46,183.076919192,77.0,17.2775204425,50317,5153.82,13.0146969697,5.27936868687,16854.32,177.413894737
128,2637,DAVENPORT,83063.32,128.184135802,82.0,16.3244484862,52804,6497.2,10.0265432099,4.44546296296,19252.36,121.850379747
129,2641,COUNCIL BLUFFS,26887.2,92.0794520548,78.0,17.8985534899,51501,2015.53,6.9025,4.40702054795,5310.34,75.862
130,2642,PELLA,64223.84,112.083490401,63.0,17.675936591,50219,4401.71,7.68186736475,5.11253054101,14350.94,119.591166667
131,2643,WATERLOO,74914.35,108.729100145,7.0,20.4057840901,50701,4880.72,7.08377358491,5.43528301887,16550.61,104.750696203
132,2644,FORT DODGE,127422.83,199.409749609,94.0,18.2699370296,50501,8057.78,12.6099843505,5.27120500782,29025.13,202.972937063
133,2647,CEDAR RAPIDS,113193.97,106.185712946,57.0,20.7173082507,52411,6584.19,6.17653846154,5.58336772983,25156.43,103.952190083
134,2648,WEST DES MOINES,158668.94,134.010929054,77.0,22.3913768903,50265,9311.07,7.86407939189,6.04682432432,44321.35,161.756751825
135,2649,DUBUQUE,63353.86,82.815503268,31.0,17.4859805478,52001,4773.9,6.24039215686,5.35712418301,12822.75,61.6478365385
136,2650,HARLAN,52433.13,127.574525547,83.0,17.4866573978,51537,3510.55,8.54148418491,4.85805352798,12580.51,117.574859813
137,2651,WAVERLY,75875.53,93.2131818182,9.0,18.829784281,50677,5537.84,6.80324324324,5.17932432432,19073.52,100.386947368
138,2652,MASON CITY,44868.03,107.855841346,17.0,17.3830391484,50401,3479.16,8.36336538462,5.00105769231,11343.72,130.387586207
139,2653,WASHINGTON,41408.06,96.0743851508,92.0,19.3063401834,52353,2869.82,6.65851508121,5.3703712297,7597.11,81.6893548387
140,2655,CLARINDA,11721.06,93.0242857143,73.0,16.1652683296,51632,896.52,7.11523809524,4.82111111111,2535.87,84.529
141,2656,CORNING,11880.54,69.8855294118,22.0,16.8057030812,51632,777.06,4.57094117647,5.07988235294,3070.48,69.7836363636
142,2657,BEDFORD,6130.51,54.7366964286,87.0,16.5878486395,50833,466.28,4.16321428571,4.65089285714,1459.28,76.8042105263
143,2658,MOUNT AYR,4328.83,98.3825,80.0,12.5383225108,50854,390.0,8.86363636364,4.35454545455,567.0,81.0
144,2660,SIOUX CENTER,22505.22,80.954028777,84.0,17.4526070572,51250,1420.0,5.10791366906,5.19172661871,5289.26,66.11575
145,2661,SHELDON,55649.93,151.634686649,71.0,16.8841702349,51201,3802.09,10.3599182561,4.61520435967,9013.3,102.423863636
146,2662,MUSCATINE,39203.4,78.8800804829,70.0,17.31055274,52761,2747.94,5.52905432596,4.55225352113,8577.92,80.9237735849
147,2663,URBANDALE,175203.29,224.045127877,77.0,20.6041652966,50322,10060.92,12.8656265985,5.79966751918,29761.65,151.074365482
148,2665,WAUKEE,126233.84,150.997416268,25.0,20.1798457625,50263,7471.09,8.93671052632,5.20484449761,21028.9,103.082843137
149,2666,ANKENY,117545.0,109.445996276,77.0,23.7343487891,50023,6797.18,6.32884543762,6.38329608939,25475.53,108.869786325
150,2667,SIOUX CITY,8456.63,70.4719166667,97.0,16.4010238095,51104,694.2,5.785,4.76441666667,1802.63,66.7640740741
151,2668,LEON,3689.69,83.8565909091,27.0,15.4883549784,50144,257.0,5.84090909091,4.49068181818,332.43,55.405
152,2669,CORYDON,8603.63,78.9323853211,93.0,14.7641896024,50060,691.75,6.34633027523,5.21009174312,1891.97,67.5703571429
153,2670,CORALVILLE,227442.71,189.693669725,52.0,19.2681296914,52241,13869.95,11.5679316097,5.35991659716,40125.22,168.593361345
154,2671,JEFFERSON,37455.21,191.098010204,37.0,17.1772060253,50129,3122.0,15.9285714286,5.50489795918,8516.84,141.947333333
155,2672,WINTERSET,22373.06,118.375978836,61.0,17.6108440413,50273,1536.25,8.12830687831,5.29523809524,4651.32,105.711818182
156,2806,CLINTON,41929.39,108.344677003,23.0,15.9801784176,52732,3154.41,8.15093023256,4.64124031008,10736.99,115.451505376
157,2835,CEDAR FALLS,11751.32,102.185391304,7.0,14.4609606625,50613,991.5,8.62173913043,5.39443478261,1331.33,78.3135294118
158,2836,WATERLOO,2330.58,52.9677272727,7.0,13.973030303,50703,206.37,4.69022727273,4.64886363636,497.41,45.2190909091
159,2837,WATERLOO,7695.68,108.389859155,7.0,14.9314553991,50702,629.25,8.86267605634,4.42816901408,2017.38,100.869
160,2838,DAVENPORT,5448.62,102.804150943,82.0,14.3341239892,52806,506.75,9.56132075472,5.27301886792,1532.06,109.432857143
161,2839,DAVENPORT,2662.88,106.5152,82.0,11.2200952381,52804,295.5,11.82,4.034,1154.21,128.245555556
162,2840,BETTENDORF,8174.06,82.5662626263,82.0,15.89999038,52722,697.0,7.0404040404,5.17949494949,2287.01,87.9619230769
163,2841,CEDAR RAPIDS,12938.88,120.92411215,57.0,13.9207654651,52403,1136.0,10.6168224299,5.12373831776,3906.09,114.885
164,2843,CEDAR RAPIDS,9089.97,50.2208287293,57.0,16.9433833202,52402,714.5,3.94751381215,5.44055248619,1372.2,39.2057142857
165,2844,IOWA CITY,8288.71,96.3803488372,52.0,13.9375692137,52240,759.5,8.83139534884,5.03534883721,2179.13,94.7447826087
166,2845,COUNCIL BLUFFS,3670.56,146.8224,78.0,15.1336380952,51503,279.0,11.16,4.7776,1007.46,167.91
167,2846,CEDAR RAPIDS,7393.12,58.6755555556,57.0,14.1591534392,52404,705.87,5.60214285714,4.73333333333,2129.52,56.04
168,2847,MARION,3106.47,72.2434883721,57.0,12.6752159468,52302,312.0,7.25581395349,4.57860465116,1023.87,78.7592307692
169,2848,ANKENY,5441.14,93.8127586207,77.0,12.7701477833,50023,514.0,8.86206896552,4.70896551724,1234.98,77.18625
170,2849,DES MOINES,2413.8,73.1454545455,77.0,17.3565836941,50320,169.14,5.12545454545,5.03393939394,763.98,54.57
171,2850,DES MOINES,4111.51,79.0675,77.0,16.0868223443,50313,307.25,5.90865384615,4.88653846154,1139.62,59.98
172,2851,FORT DODGE,3928.72,106.181621622,94.0,14.7045559846,50501,341.5,9.22972972973,5.15108108108,964.47,107.163333333
173,2852,DES MOINES,6190.65,108.607894737,77.0,14.0750543024,50310,477.5,8.37719298246,4.81070175439,617.84,88.2628571429
176,2951,CLIVE,1529.4,95.5875,77.0,14.7844642857,50322,126.0,7.875,4.553125,1529.4,95.5875
177,2953,DES MOINES,3758.06,72.2703846154,77.0,12.2518589744,50316,373.56,7.18384615385,3.34576923077,3758.06,72.2703846154
178,2954,DES MOINES,12506.57,99.2584920635,77.0,17.0255187075,50300,915.15,7.2630952381,5.05380952381,12506.57,99.2584920635
179,2955,DES MOINES,5796.19,92.003015873,77.0,14.024882842,50310,490.5,7.78571428571,3.96714285714,5796.19,92.003015873
180,2956,DES MOINES,2817.78,108.376153846,77.0,13.557032967,50300,242.25,9.31730769231,4.36423076923,2817.78,108.376153846
181,2958,DES MOINES,1814.86,82.4936363636,77.0,10.2431601732,50317,187.7,8.53181818182,3.32181818182,1814.86,82.4936363636
182,2959,DES MOINES,8619.44,82.8792307692,77.0,15.6710531136,50310,674.0,6.48076923077,4.42259615385,8619.44,82.8792307692
183,2961,WEST DES MOINES,592.58,98.7633333333,77.0,24.9411111111,50265,28.0,4.66666666667,5.85833333333,592.58,98.7633333333
184,2962,JOHNSTON,4239.01,63.2688059701,77.0,14.9245202559,50131,362.0,5.40298507463,4.77298507463,4239.01,63.2688059701
185,2963,CLIVE,4478.6,95.2893617021,77.0,18.3818034448,50325,273.75,5.82446808511,5.11106382979,4478.6,95.2893617021
186,3013,BLOOMFIELD,11152.82,65.6048235294,26.0,14.5013361345,52537,902.75,5.31029411765,4.76217647059,2160.07,61.7162857143
187,3041,COLFAX,8266.29,71.2611206897,50.0,12.7490229885,50054,783.98,6.75844827586,3.74844827586,1961.68,78.4672
188,3045,BRITT,9200.93,87.6279047619,41.0,12.8258185941,50423,942.5,8.97619047619,4.65828571429,2899.9,93.5451612903
189,3054,GRINNELL,12569.81,67.5796236559,79.0,21.9211290323,50112,733.39,3.94295698925,6.10596774194,3349.31,74.4291111111
190,3056,CLARION,7059.64,75.9101075269,99.0,14.5074756784,50525,588.25,6.3252688172,4.60193548387,2195.54,78.4121428571
191,3065,MONTEZUMA,7227.66,65.1140540541,79.0,14.5663320463,50171,621.0,5.59459459459,4.30045045045,801.72,66.81
192,3162,MUSCATINE,21519.65,79.408302583,70.0,12.4566543665,52761,2055.0,7.58302583026,3.95420664207,4828.98,72.0743283582
193,3354,DAVENPORT,240365.94,765.496624204,82.0,19.0018274189,52807,16506.75,52.5692675159,6.2522611465,29695.26,456.850153846
194,3385,CEDAR RAPIDS,441983.55,924.651778243,57.0,19.0782556286,52402,31563.0,66.0313807531,6.23476987448,105921.75,945.729910714
195,3390,MILFORD,134773.7,171.686242038,30.0,17.6367232332,51351,9740.31,12.4080382166,5.1143566879,27330.77,184.667364865
196,3393,RICEVILLE,2334.69,83.3817857143,66.0,13.2742006803,50466,199.5,7.125,4.59142857143,648.84,72.0933333333
197,3400,DES MOINES,40290.75,131.669117647,77.0,16.6893806411,50317,2658.62,8.68830065359,3.89316993464,9545.03,128.986891892
198,3403,COLUMBUS JUNCTION,9874.08,46.7965876777,58.0,16.8172579553,52738,671.65,3.18317535545,4.39113744076,2243.65,43.9931372549
199,3417,MARENGO,31323.68,92.1284705882,48.0,13.542442577,52301,2655.5,7.81029411765,4.57888235294,4759.52,79.3253333333
200,3420,WINDSOR HEIGHTS,352020.66,1035.35488235,77.0,19.1464915966,50311,25143.0,73.95,6.33123529412,85542.78,1082.82
201,3437,NORWALK,20389.68,130.703076923,91.0,12.9257967033,50211,1737.0,11.1346153846,4.11634615385,3615.84,120.528
202,3440,DES MOINES,969.71,37.2965384615,77.0,15.9772344322,50309,85.95,3.30576923077,2.93884615385,949.71,37.9884
203,3443,COUNCIL BLUFFS,53834.76,143.943208556,78.0,13.9753666921,51503,4258.46,11.3862566845,3.55326203209,6732.26,81.1115662651
204,3447,SIOUX CITY,187650.04,647.069103448,97.0,17.7300968801,51106,13082.5,45.1120689655,5.95782758621,54233.74,847.4021875
205,3451,DEWITT,6950.28,289.595,23.0,12.1916468254,52742,748.5,31.1875,4.09208333333,6950.28,289.595
206,3456,CLEAR LAKE,69189.36,87.5814683544,17.0,18.0175123568,50428,4788.19,6.061,5.25962025316,11752.3,79.9476190476
